player_id,playername,player_nationality_id,team_id,age,position
314,Patricia Knight,29,29,34,DEF
315,Kelli Nelson,13,29,32,GK
316,Dr. David Ramirez,24,29,22,MID
317,Mrs. Allison Smith,25,29,32,GK
318,Larry Holt,1,29,28,MID
319,Danielle Lopez,41,29,30,GK
320,Janet Hanna,25,30,20,FWD
321,Mariah Ortiz,19,30,25,DEF
322,Nicholas Moyer,32,30,30,FWD
323,Sherri Benson,10,30,22,FWD
324,Richard Ayala,27,30,27,FWD
325,Phillip Hammond,41,30,19,FWD
326,Latasha Ferguson,21,30,29,MID
327,Mrs. Cynthia Hanson MD,39,30,26,FWD
328,John Pruitt,45,30,20,FWD
329,Traci Pace,46,30,29,GK
330,Christopher Douglas,36,30,32,FWD
331,Edgar Mcguire,12,31,34,GK
332,Amber Armstrong,5,31,20,MID
333,Alicia Guerra,34,31,26,GK
334,Christine Collins,41,31,29,DEF
335,Brian Miller,27,31,31,DEF
336,Zachary Carlson,12,31,21,FWD
337,Joshua Barnes,32,31,24,FWD
338,Stephanie Reynolds,47,31,33,DEF
339,Zachary Hickman,12,31,28,MID
340,Sean White,15,31,28,MID
341,Marcia Jackson,29,31,19,DEF
342,Virginia Mcdonald,5,32,32,MID
343,Mr. Mitchell Pierce MD,29,32,32,FWD
344,Mason Cisneros,4,32,27,DEF
345,Eric Graves,4,32,29,DEF
346,Kimberly Gardner,12,32,33,GK
347,Scott Bradshaw,35,32,31,MID
348,Edward Benjamin,17,32,18,GK
349,Danielle Moore,10,32,24,GK
350,Mark Malone,26,32,18,GK
351,Jessica Thompson,12,32,25,FWD
352,Anthony Bryant,48,32,22,GK
353,Randall Gomez,20,33,23,DEF
354,Thomas Osborne,25,33,25,FWD
355,Shawn Holloway,27,33,23,GK
356,Katie Houston,29,33,26,DEF
357,Jose Jackson,43,33,32,DEF
358,Elizabeth Cherry,28,33,31,MID
359,Brandi Stewart,9,33,33,MID
360,Dr. Katherine Rocha,13,33,21,DEF
361,Samantha Robinson,4,33,35,MID
362,Shannon Bailey,15,33,19,FWD
363,Angela Reyes,46,33,31,FWD
364,Jeremy Reed,48,34,33,GK
365,Paul Hendricks,35,34,30,GK
366,Robert King,42,34,27,MID
367,Heather Castaneda,28,34,21,MID
368,John Ross,44,34,32,GK
369,Christopher Fuller,37,34,33,FWD
370,Kelly Rivers,47,34,26,MID
371,Michael Jefferson,23,34,27,DEF
372,Crystal White,31,34,27,GK
373,Anna Mccarthy,10,34,23,GK
374,Peter Peters,11,34,32,MID
375,Jose Morris,17,35,33,GK
376,Paul Sims,3,35,28,DEF
377,Matthew Miller,6,35,24,DEF
378,Yvonne Hughes,36,35,32,FWD
379,Amy Peterson,18,35,34,DEF
380,Sherri Barnes,29,35,30,DEF
381,Roger Blanchard III,39,35,30,MID
382,Bridget Leblanc,39,35,27,GK
383,Abigail Morris,26,35,23,FWD
384,Paul Williams,22,35,33,MID
385,Julie Davis,40,35,29,FWD
386,Jesse Burnett,26,36,29,GK
387,Kimberly Davis,39,36,34,DEF
388,Ryan Singh,24,36,18,GK
389,Erica Mitchell DVM,46,36,27,GK
390,Elizabeth Landry,32,36,30,GK
391,Paul Holmes,30,36,20,FWD
392,Michael Heath,21,36,18,GK
393,Eric Taylor,1,36,24,DEF
394,Stephanie Hubbard,19,36,20,GK
395,Natalie Patterson,48,36,32,DEF
396,Elizabeth Huffman,44,36,24,DEF
397,James Moore,24,37,26,GK
398,Jeremy Jackson,47,37,29,FWD
399,Donna Garcia,36,37,31,FWD
400,Dr. Amy Hernandez,17,37,20,GK
401,Holly Strickland,47,37,29,MID
402,Rebecca Miller,40,37,34,FWD
403,Justin Johnson,3,37,26,MID
404,Adam Cervantes,41,37,31,DEF
405,Amber Jones,32,37,19,MID
406,Joshua Perez,28,37,31,MID
407,Bobby Mcdowell,37,37,26,GK
408,Cheryl Gross,42,38,27,DEF
409,Tabitha Sheppard,23,38,23,FWD
410,Margaret Moss,21,38,22,GK
411,Gabriel Paul,18,38,32,FWD
412,Zachary Ferguson,8,38,31,GK
413,Kyle Phillips,12,38,20,GK
414,James Stanton,47,38,30,MID
415,Martin Long,2,38,30,GK
416,Ashley Johnson,38,38,19,FWD
417,Charles Cooper,21,38,24,FWD
418,Adam Jones,47,38,20,GK
419,Ashley Smith,8,39,28,GK
420,Mr. Robert Rodriguez IV,7,39,31,MID
421,Jennifer Parks,34,39,30,DEF
422,William Butler,35,39,30,DEF
423,Thomas Diaz,22,39,19,GK
424,James Ward,16,39,33,MID
425,Dr. Scott Nichols,3,39,31,MID
426,Albert Lewis,33,39,34,DEF
427,Erin Smith,44,39,23,DEF
428,Brianna Hoffman,19,39,32,FWD
429,Kimberly Mcdonald,45,39,32,DEF
430,Kimberly Ball,41,40,25,GK
431,Mark Roberson,2,40,19,GK
432,Jared Boyd,22,40,18,DEF
433,Jeffrey Rasmussen,10,40,29,MID
434,Amy Romero,30,40,23,GK
435,Gene Chang,21,40,20,FWD
436,Stephanie Brown,17,40,22,MID
437,Nicholas Hendrix,40,40,29,FWD
438,Matthew Rivera,30,40,20,MID
439,Laura Stone,35,40,33,MID
440,Lori Gutierrez,45,40,20,FWD
441,Alexa Gonzalez,42,41,29,GK
442,Christopher Kelly,44,41,34,FWD
443,Elizabeth Odom,11,41,30,MID
444,Michael Nelson,44,41,24,FWD
445,Alexander Reid,7,41,28,DEF
446,Julian Cortez,30,41,21,FWD
447,Carrie Rivas,1,41,19,DEF
448,Robert Newman,9,41,33,DEF
449,Joseph Jackson,5,41,29,GK
450,Jason Smith,8,41,32,MID
451,Frank Jordan MD,43,41,27,GK
452,Vincent Williams,43,42,32,FWD
453,Katie Perez,7,42,23,FWD
454,Jessica Strickland,6,42,20,MID
455,Raymond Harvey,41,42,23,FWD
456,Maria Scott,25,42,27,DEF
457,Patricia Hoover,19,42,29,DEF
458,Matthew Pierce,9,42,28,DEF
459,Thomas Fox,28,42,32,MID
460,Jennifer Harris,1,42,27,GK
461,Christopher Turner,11,42,22,DEF
462,Thomas Bell,18,42,31,GK
463,Miss Alexandra Stark,16,43,27,DEF
464,Tyler Oconnor,29,43,35,GK
465,Amy Wong,4,43,20,FWD
466,Tamara Foster,8,43,31,DEF
467,Joshua Evans,20,43,25,FWD
468,Kristin Barton,45,43,33,GK
469,Shannon Smith,31,43,32,GK
470,Andrea Walton,16,43,19,FWD
471,Angela Taylor,31,43,18,DEF
472,Andre Evans,32,43,20,DEF
473,Joshua Tran,41,43,31,GK
474,Katherine Shaw,13,44,28,DEF
475,Michael Sharp,34,44,33,MID
476,Melanie Castro,45,44,23,FWD
477,Samantha Williams,33,44,18,MID
478,Anna Cunningham,20,44,34,DEF
479,Henry Solis,35,44,28,GK
480,Annette Robinson,39,44,22,MID
481,Heidi Cole,34,44,28,FWD
482,Mathew Hurst,1,44,25,MID
483,Stanley Smith,41,44,30,FWD
484,Richard Ayers,33,44,27,FWD
485,Brian Thomas,12,45,30,MID
486,Dr. Nicholas Davis,43,45,30,MID
487,Benjamin Gay,1,45,19,MID
488,Joel Chapman,2,45,34,GK
489,Alexandra Rowe,19,45,35,DEF
490,David Alexander,14,45,23,GK
491,Douglas Sharp,18,45,34,GK
492,Alex Brown,24,45,25,FWD
493,Michael Walker,19,45,31,FWD
494,Sarah Lewis,45,45,32,MID
495,Thomas Cruz,41,45,22,GK
496,Edward Mann,22,46,33,GK
497,Emily Clayton,19,46,20,FWD
498,Matthew Davidson,36,46,33,FWD
499,Kyle Stevens,5,46,21,DEF
500,Rebecca Kelley,37,46,30,MID
501,Kathryn Davidson,31,46,22,FWD
502,Allison Thomas,42,46,29,DEF
503,Kelly Ross,7,46,29,DEF
504,Brenda Miller DDS,11,46,20,FWD
505,James Lloyd,39,46,27,DEF
506,Paula Garrett,28,46,33,MID
507,Brenda Taylor,44,47,21,GK
508,Amber Hobbs,39,47,27,FWD
509,Lindsay Harris,20,47,25,MID
510,Rhonda Jennings,46,47,29,GK
511,James Evans,20,47,29,MID
512,Robert Williams,18,47,20,FWD
513,Shannon Hicks,6,47,32,GK
514,Barbara Lowe,32,47,21,GK
515,Scott Acosta,4,47,31,GK
516,Stephanie Miller,41,47,19,GK
517,Andrew Brooks,17,47,18,DEF
518,Patrick Woods,20,48,23,GK
519,Sean White,28,48,23,MID
520,James Davis,17,48,35,GK
521,Anthony Hardin,24,48,21,MID
522,Kevin Cruz,30,48,28,FWD
523,Christopher Schultz DVM,18,48,25,DEF
524,Jaclyn Day,45,48,25,DEF
525,Andrew Wilkins,32,48,28,DEF
526,Mr. James Schroeder,18,48,19,FWD
527,Matthew Henderson,44,48,26,DEF
528,Kyle Simpson,20,48,19,GK
